transaction_id,customer_id,purchase_date,purchase_amount
T15844,C2077,2023-07-11,62.33
T15845,C2077,2023-09-16,93.37
T15846,C2077,2023-06-11,25.2
T15847,C2078,2024-05-01,13.04
T15848,C2078,2023-09-15,40.88
T15849,C2078,2022-04-15,29.26
T15850,C2078,2024-04-05,8.84
T15851,C2078,2023-06-02,165.22
T15852,C2079,2024-02-10,90.11
T15853,C2079,2023-03-15,10.56
T15854,C2079,2022-03-26,165.23
T15855,C2079,2023-12-12,128.81
T15856,C2079,2022-07-30,33.78
T15857,C2079,2023-10-05,234.69
T15858,C2079,2024-02-01,104.17
T15859,C2079,2023-03-22,113.89
T15860,C2079,2023-06-10,68.42
T15861,C2079,2023-06-26,2.36
T15862,C2080,2022-12-17,134.66
T15863,C2080,2022-08-30,109.0
T15864,C2080,2022-02-21,40.81
T15865,C2080,2023-05-24,153.45
T15866,C2080,2023-10-26,75.15
T15867,C2080,2024-03-31,230.02
T15868,C2080,2024-04-19,65.3
T15869,C2081,2022-04-26,142.26
T15870,C2081,2023-08-10,72.36
T15871,C2081,2022-08-29,120.63
T15872,C2081,2022-11-22,106.78
T15873,C2081,2022-01-16,13.84
T15874,C2082,2022-04-17,5.63
T15875,C2082,2022-10-10,47.41
T15876,C2082,2023-10-29,101.03
T15877,C2082,2022-08-31,18.28
T15878,C2082,2022-09-16,9.18
T15879,C2082,2024-05-16,233.88
T15880,C2082,2023-02-20,177.81
T15881,C2082,2023-12-03,350.06
T15882,C2082,2024-05-16,24.52
T15883,C2083,2022-11-16,36.67
T15884,C2083,2023-02-19,34.72
T15885,C2083,2022-06-10,32.03
T15886,C2083,2023-02-24,156.63
T15887,C2083,2023-03-18,12.28
T15888,C2083,2023-10-12,142.94
T15889,C2083,2022-10-15,62.38
T15890,C2084,2022-05-16,241.63
T15891,C2084,2024-01-29,15.68
T15892,C2085,2022-01-01,2.27
T15893,C2085,2023-05-24,95.12
T15894,C2085,2024-03-16,146.14
T15895,C2085,2024-04-28,13.09
T15896,C2085,2022-04-28,70.25
T15897,C2085,2022-07-10,129.94
T15898,C2086,2022-03-15,10.55
T15899,C2086,2024-05-20,74.74
T15900,C2086,2023-04-18,1.67
T15901,C2086,2023-01-14,29.05
T15902,C2086,2022-12-05,86.85
T15903,C2086,2022-03-20,301.89
T15904,C2086,2023-08-28,220.45
T15905,C2086,2023-07-16,5.59
T15906,C2087,2022-09-23,60.87
T15907,C2088,2024-04-07,195.44
T15908,C2088,2024-04-07,99.33
T15909,C2088,2024-03-23,4.46
T15910,C2088,2023-09-06,85.4
T15911,C2088,2022-02-21,301.82
T15912,C2088,2023-10-05,2.14
T15913,C2088,2022-07-24,15.6
T15914,C2088,2022-09-14,485.99
T15915,C2088,2023-11-21,53.79
T15916,C2089,2022-07-06,95.94
T15917,C2089,2024-05-15,45.3
T15918,C2089,2023-09-29,17.94
T15919,C2089,2022-12-17,69.82
T15920,C2089,2022-03-25,33.16
T15921,C2089,2024-03-03,12.6
T15922,C2090,2023-01-28,39.88
T15923,C2090,2022-08-24,132.43
T15924,C2090,2023-07-03,84.57
T15925,C2090,2022-11-28,200.08
T15926,C2090,2023-06-16,30.26
T15927,C2090,2024-05-20,18.4
T15928,C2090,2022-01-19,261.97
T15929,C2090,2023-05-06,351.28
T15930,C2090,2024-05-02,14.15
T15931,C2091,2023-03-31,11.27
T15932,C2092,2023-02-03,40.46
T15933,C2092,2023-05-23,90.24
T15934,C2092,2024-04-03,47.04
T15935,C2092,2022-04-08,21.92
T15936,C2092,2024-01-09,12.5
T15937,C2092,2024-02-21,82.34
T15938,C2092,2024-04-22,23.09
T15939,C2093,2023-01-12,7.9
T15940,C2094,2022-04-27,29.13
T15941,C2094,2023-12-17,12.91
T15942,C2095,2023-08-19,84.9
T15943,C2095,2024-02-25,364.72
T15944,C2095,2023-11-24,21.38
T15945,C2096,2023-10-03,10.97
T15946,C2096,2022-06-11,68.65
T15947,C2096,2022-06-30,120.03
T15948,C2096,2024-02-25,59.67
T15949,C2096,2022-09-17,32.08
T15950,C2096,2022-04-26,103.39
T15951,C2096,2024-04-24,34.62
T15952,C2096,2023-12-24,89.57
T15953,C2096,2024-04-30,519.05
T15954,C2096,2022-06-17,17.99
T15955,C2097,2022-01-15,4.37
T15956,C2097,2022-10-31,217.88
T15957,C2097,2022-11-01,76.22
T15958,C2097,2024-03-23,56.09
T15959,C2097,2024-01-27,24.28
T15960,C2097,2023-03-31,274.69
T15961,C2098,2022-11-06,182.71
T15962,C2098,2022-05-14,288.7
T15963,C2099,2022-12-31,7.73
T15964,C2099,2022-12-29,83.31
T15965,C2099,2022-02-20,102.01
T15966,C2099,2023-10-27,100.53
T15967,C2100,2022-10-01,5.36
T15968,C2101,2022-12-29,0.84
T15969,C2102,2023-05-09,16.4
T15970,C2102,2023-04-12,432.73
T15971,C2102,2023-10-12,21.73
T15972,C2102,2022-06-25,17.45
T15973,C2102,2023-12-27,113.34
T15974,C2102,2022-11-14,36.42
T15975,C2102,2024-01-23,125.48
T15976,C2102,2023-08-27,124.55
T15977,C2102,2022-08-17,204.65
T15978,C2102,2024-03-11,134.46
T15979,C2103,2024-05-26,187.26
T15980,C2103,2022-12-22,482.79
T15981,C2103,2022-03-12,88.52
T15982,C2103,2024-05-14,205.6
T15983,C2103,2024-05-28,7.03
T15984,C2103,2024-02-09,14.22
T15985,C2103,2022-07-15,151.5
T15986,C2103,2024-01-02,45.2
T15987,C2103,2023-04-16,110.03
T15988,C2104,2023-07-29,74.95
T15989,C2104,2024-05-08,5.31
T15990,C2104,2023-04-29,121.17
T15991,C2104,2022-03-11,336.64
T15992,C2105,2022-10-29,21.56
T15993,C2105,2023-11-23,27.51
T15994,C2105,2024-04-13,25.1
T15995,C2105,2024-01-31,25.05
T15996,C2105,2022-04-10,9.7
T15997,C2105,2022-11-04,106.92
T15998,C2105,2023-07-02,240.26
T15999,C2106,2023-08-20,163.97
T16000,C2106,2024-03-25,41.51
T16001,C2106,2023-03-31,27.88
T16002,C2106,2023-06-18,4.31
T16003,C2106,2022-02-27,154.63
T16004,C2106,2023-09-10,700.29
T16005,C2106,2024-04-21,76.19
T16006,C2107,2024-04-18,88.84
T16007,C2107,2024-04-12,185.57
T16008,C2107,2023-02-01,18.95
T16009,C2107,2024-02-15,95.69
T16010,C2107,2023-10-19,217.8
T16011,C2107,2024-04-26,74.81
T16012,C2107,2023-07-29,6.51
T16013,C2107,2022-03-25,3.1
T16014,C2107,2022-05-14,37.72
T16015,C2107,2022-11-15,273.75
T16016,C2108,2023-11-23,82.89
T16017,C2108,2022-01-13,52.31
T16018,C2108,2022-09-27,44.13
T16019,C2108,2022-03-11,31.88
T16020,C2108,2022-03-30,241.48
T16021,C2108,2022-08-05,122.91
T16022,C2108,2023-06-28,278.81
T16023,C2108,2022-02-01,448.08
T16024,C2108,2024-05-08,8.48
T16025,C2108,2022-10-06,129.68
T16026,C2109,2023-06-26,126.01
T16027,C2109,2023-10-18,50.76
T16028,C2109,2024-05-18,63.09
T16029,C2109,2024-03-03,27.58
T16030,C2109,2023-03-19,162.52
T16031,C2110,2023-04-27,194.0
T16032,C2111,2022-06-18,24.42
T16033,C2111,2023-12-18,63.73
T16034,C2111,2023-07-12,126.67
T16035,C2111,2023-04-16,318.09
T16036,C2111,2022-12-06,35.36
T16037,C2111,2023-05-17,103.43
T16038,C2111,2023-04-20,112.29
T16039,C2111,2023-04-08,58.71
T16040,C2111,2022-06-02,69.16
T16041,C2111,2024-02-24,27.55
T16042,C2112,2023-03-28,226.07
T16043,C2112,2023-04-21,170.31
T16044,C2112,2023-04-04,6.73
T16045,C2113,2024-01-11,114.31
T16046,C2113,2023-11-15,51.42
T16047,C2113,2023-03-11,541.44
T16048,C2113,2022-11-04,64.99
T16049,C2113,2023-01-11,1.11
T16050,C2113,2022-07-23,194.19
T16051,C2113,2022-03-16,22.71
T16052,C2113,2022-10-31,95.65
T16053,C2113,2024-02-25,452.67
T16054,C2113,2022-08-17,611.22
T16055,C2114,2024-03-12,132.57
T16056,C2114,2024-05-19,26.26
T16057,C2114,2022-01-25,19.46
T16058,C2114,2022-08-10,35.1
T16059,C2114,2023-05-26,0.41
T16060,C2114,2023-03-16,194.25
T16061,C2114,2022-11-07,27.27
T16062,C2115,2022-08-05,83.37
T16063,C2115,2023-02-12,17.75
T16064,C2115,2023-09-30,47.69
T16065,C2116,2022-12-22,72.96
T16066,C2116,2022-12-31,9.81
T16067,C2116,2023-01-01,247.56
T16068,C2116,2024-04-23,13.8
T16069,C2116,2023-04-26,30.28
T16070,C2117,2022-04-13,19.04
T16071,C2117,2023-11-30,31.81
T16072,C2117,2023-09-08,127.96
T16073,C2117,2023-04-11,115.16
T16074,C2118,2023-07-19,178.51
T16075,C2118,2022-03-09,39.93
T16076,C2118,2023-10-12,307.95
T16077,C2119,2023-04-05,343.62
T16078,C2119,2023-10-29,37.07
T16079,C2120,2022-07-06,79.43
T16080,C2120,2023-08-23,79.08
T16081,C2120,2022-04-18,10.54
T16082,C2120,2022-06-26,58.67
T16083,C2121,2023-09-18,38.68
T16084,C2122,2023-10-06,184.22
T16085,C2122,2022-05-25,197.04
T16086,C2122,2022-07-17,2.87
T16087,C2122,2022-03-25,63.09
T16088,C2122,2023-04-02,108.93
T16089,C2122,2022-03-13,10.9
T16090,C2122,2024-03-05,11.33
T16091,C2122,2022-12-07,56.05
T16092,C2122,2023-04-16,32.25
T16093,C2123,2022-01-07,1.93
T16094,C2123,2024-01-13,10.58
T16095,C2123,2022-05-05,181.85
T16096,C2123,2023-06-09,52.07
T16097,C2123,2024-02-14,0.47
T16098,C2124,2022-11-16,36.72
T16099,C2124,2022-01-30,7.33
T16100,C2124,2022-06-05,106.22
T16101,C2124,2023-12-06,148.58
T16102,C2124,2022-07-14,11.26
T16103,C2124,2023-05-04,55.99
T16104,C2124,2023-04-27,74.62
T16105,C2124,2023-08-30,387.51
T16106,C2125,2023-02-10,172.12
T16107,C2126,2024-02-25,207.29
T16108,C2126,2022-01-01,97.89
T16109,C2126,2024-02-07,30.69
T16110,C2126,2022-06-22,19.18
T16111,C2126,2023-02-02,39.9
T16112,C2126,2023-03-23,86.02
T16113,C2126,2023-10-01,164.28
T16114,C2126,2022-07-22,71.36
T16115,C2126,2023-06-10,138.28
T16116,C2126,2023-04-25,47.28
T16117,C2127,2023-12-08,29.11
T16118,C2127,2022-06-10,41.35
T16119,C2127,2023-06-11,24.43
T16120,C2127,2023-05-01,78.43
T16121,C2127,2022-01-12,190.44
T16122,C2127,2022-04-06,23.43
T16123,C2128,2022-10-17,102.88
T16124,C2128,2022-02-08,186.05
T16125,C2128,2022-07-25,129.62
T16126,C2128,2023-07-09,50.42
T16127,C2128,2023-05-11,113.56
T16128,C2128,2022-03-15,17.43
T16129,C2128,2024-05-28,102.42
T16130,C2129,2024-05-20,229.41
T16131,C2129,2023-04-02,71.28
T16132,C2129,2024-04-22,51.81
T16133,C2130,2024-03-04,1.75
T16134,C2130,2024-02-29,304.29
T16135,C2130,2023-03-29,23.36
T16136,C2130,2023-08-08,21.02
T16137,C2131,2023-11-14,40.26
T16138,C2132,2024-04-29,7.07
T16139,C2132,2024-05-03,16.15
T16140,C2133,2024-02-16,51.8
T16141,C2133,2022-09-25,128.73
T16142,C2133,2024-04-09,79.38
T16143,C2134,2024-04-24,144.49
T16144,C2134,2023-05-05,88.25
T16145,C2134,2022-09-30,5.31
T16146,C2134,2023-06-20,7.72
T16147,C2134,2023-05-24,5.54
T16148,C2134,2022-06-10,83.51
T16149,C2134,2023-04-03,29.11
T16150,C2134,2022-02-14,31.89
T16151,C2134,2024-02-13,148.08
T16152,C2135,2023-01-10,134.91
T16153,C2135,2022-07-16,19.51
T16154,C2135,2023-12-15,230.21
T16155,C2135,2023-04-19,107.7
T16156,C2135,2024-02-28,12.63
T16157,C2135,2023-02-06,388.49
T16158,C2135,2022-05-16,56.43
T16159,C2135,2023-08-14,188.1
T16160,C2135,2022-10-19,189.5
T16161,C2135,2022-12-07,344.92
T16162,C2136,2023-07-20,128.29
T16163,C2136,2022-02-08,122.79
T16164,C2136,2022-05-30,542.81
T16165,C2136,2024-03-23,42.38
T16166,C2137,2022-08-07,55.26
T16167,C2137,2024-03-24,142.71
T16168,C2137,2023-08-10,60.49
T16169,C2137,2022-07-09,16.75
T16170,C2137,2023-09-07,39.68
T16171,C2137,2022-04-09,25.68
T16172,C2137,2022-12-29,451.67
T16173,C2137,2023-11-24,23.18
T16174,C2138,2022-01-22,31.82
T16175,C2138,2023-06-06,26.42
T16176,C2139,2023-09-27,180.63
T16177,C2140,2022-10-28,10.82
T16178,C2140,2022-03-08,10.63
T16179,C2140,2024-05-23,324.05
T16180,C2140,2023-08-17,148.97
T16181,C2140,2023-02-09,64.2
T16182,C2140,2022-03-10,16.99
T16183,C2140,2022-11-16,1.5
T16184,C2140,2023-06-13,133.45
T16185,C2140,2023-08-05,56.13
T16186,C2140,2023-06-17,256.76
T16187,C2141,2024-01-28,90.67
T16188,C2141,2024-03-06,1.38
T16189,C2141,2022-02-16,49.71
T16190,C2141,2022-08-30,87.64
T16191,C2141,2023-01-05,98.94
T16192,C2141,2022-05-11,28.31
T16193,C2141,2024-03-24,42.13
T16194,C2142,2022-05-13,59.17
T16195,C2142,2024-03-16,44.99
T16196,C2142,2022-02-07,7.81
T16197,C2142,2022-11-15,4.0
T16198,C2142,2023-07-14,181.72
T16199,C2142,2022-02-28,114.3
T16200,C2143,2022-08-06,93.02
T16201,C2143,2023-07-21,165.86
T16202,C2143,2023-01-18,32.56
T16203,C2144,2023-09-19,92.6
T16204,C2144,2022-10-20,7.55
T16205,C2144,2024-02-26,257.48
T16206,C2144,2022-12-09,95.2
T16207,C2144,2023-11-23,6.08
T16208,C2144,2022-05-13,89.96
T16209,C2145,2023-10-08,283.46
T16210,C2145,2022-08-29,336.39
T16211,C2145,2023-05-31,59.73
T16212,C2145,2022-06-14,17.63
T16213,C2145,2023-10-02,257.81
T16214,C2145,2024-01-17,37.91
T16215,C2145,2024-01-19,13.98
T16216,C2145,2023-10-30,370.66
T16217,C2145,2022-03-22,1.27
T16218,C2145,2023-05-08,271.53
T16219,C2146,2023-09-20,126.68
T16220,C2146,2022-01-07,71.13
T16221,C2146,2023-05-30,73.71
T16222,C2147,2022-03-14,67.67
T16223,C2147,2023-07-16,0.5
T16224,C2147,2023-05-28,79.83
T16225,C2147,2022-02-07,7.83
T16226,C2147,2022-12-11,62.87
T16227,C2147,2023-12-03,40.96
T16228,C2147,2022-01-17,66.46
T16229,C2147,2022-11-12,8.59
T16230,C2148,2022-12-11,31.65
T16231,C2149,2022-04-25,11.8
T16232,C2149,2023-03-14,6.99
T16233,C2149,2022-05-19,346.14
T16234,C2149,2024-04-25,96.53
T16235,C2149,2023-06-13,143.67
T16236,C2149,2022-10-19,10.85
T16237,C2149,2023-04-29,9.99
T16238,C2149,2022-12-02,262.09
T16239,C2149,2023-05-31,211.95
T16240,C2150,2023-06-02,8.59
T16241,C2150,2023-02-27,23.5
T16242,C2150,2022-08-20,149.62
T16243,C2150,2022-07-14,150.76
T16244,C2150,2023-09-07,46.96
T16245,C2150,2023-11-01,159.7
T16246,C2150,2022-10-05,37.77
T16247,C2150,2023-01-01,314.02
T16248,C2151,2023-03-04,462.92
T16249,C2151,2022-07-28,52.94
T16250,C2151,2023-08-09,57.41
T16251,C2151,2023-05-15,149.98
T16252,C2151,2023-04-05,7.1
T16253,C2151,2022-01-10,45.14
T16254,C2151,2022-11-18,104.52
T16255,C2152,2023-08-21,18.35
T16256,C2152,2023-01-28,265.94
T16257,C2152,2024-01-26,4.17
T16258,C2152,2023-01-25,49.55
T16259,C2152,2023-11-04,169.04
T16260,C2152,2023-08-10,289.98
T16261,C2153,2022-05-23,130.43
T16262,C2153,2023-05-15,54.1
T16263,C2153,2022-06-16,24.07
T16264,C2154,2024-02-13,34.59
T16265,C2154,2024-01-28,47.75
T16266,C2154,2022-08-29,55.77
T16267,C2154,2023-09-26,98.01
T16268,C2154,2022-04-06,63.45
T16269,C2154,2023-08-02,401.06
T16270,C2154,2023-06-11,67.54
T16271,C2154,2024-02-25,56.37
T16272,C2154,2022-11-28,48.28
T16273,C2154,2022-06-01,37.35
T16274,C2155,2023-03-04,32.02
T16275,C2155,2022-03-25,39.74
T16276,C2155,2024-05-13,18.92
T16277,C2155,2022-11-05,1.73
T16278,C2155,2024-02-29,113.84
T16279,C2155,2024-03-24,37.67
T16280,C2156,2023-02-04,24.28
T16281,C2156,2023-08-02,50.98
T16282,C2156,2022-03-15,0.83
T16283,C2156,2023-04-08,224.42
T16284,C2156,2024-02-15,348.51
T16285,C2157,2022-10-05,88.52
T16286,C2157,2022-08-12,7.07
T16287,C2158,2023-10-02,120.6
T16288,C2158,2024-02-05,21.65
T16289,C2158,2022-12-09,10.94
T16290,C2159,2023-11-25,313.65
T16291,C2159,2023-01-26,116.63
T16292,C2160,2022-03-04,52.56
T16293,C2161,2023-02-27,22.32
T16294,C2161,2024-04-24,107.8
T16295,C2162,2022-07-30,290.71
T16296,C2162,2022-09-12,62.92
T16297,C2162,2023-05-19,105.07
T16298,C2162,2022-08-08,0.57
T16299,C2162,2023-06-08,21.57
T16300,C2163,2022-05-19,193.05
T16301,C2163,2022-07-01,79.2
T16302,C2163,2024-05-15,77.03
T16303,C2163,2023-11-23,50.02
T16304,C2163,2022-10-15,156.17
T16305,C2163,2023-05-27,62.33
T16306,C2163,2022-08-10,56.51
T16307,C2164,2023-05-23,39.52
T16308,C2164,2022-09-22,93.83
T16309,C2164,2022-01-15,16.03
T16310,C2164,2024-05-14,43.92
T16311,C2165,2022-08-07,5.14
T16312,C2165,2022-12-07,83.92
T16313,C2165,2024-04-27,273.95
T16314,C2165,2023-04-19,6.61
T16315,C2165,2023-02-23,118.18
T16316,C2165,2024-02-28,231.13
T16317,C2165,2022-02-08,137.85
T16318,C2165,2022-05-01,69.47
T16319,C2166,2023-12-29,60.1
T16320,C2166,2023-08-27,140.94
T16321,C2166,2023-06-24,211.03
T16322,C2166,2023-03-08,30.22
T16323,C2166,2022-08-06,323.75
T16324,C2166,2024-03-27,108.9
T16325,C2167,2023-12-12,48.1
T16326,C2167,2022-01-12,91.66
T16327,C2167,2023-08-16,0.37
T16328,C2167,2024-02-21,26.19
T16329,C2167,2022-11-13,76.12
T16330,C2167,2022-04-29,52.97
T16331,C2167,2024-01-24,77.77
T16332,C2167,2023-04-08,7.44
T16333,C2167,2024-01-25,85.94
T16334,C2168,2022-04-17,12.83
T16335,C2168,2022-06-29,106.4
T16336,C2168,2023-12-17,24.07
T16337,C2169,2024-03-29,0.13
T16338,C2169,2022-02-03,85.13
T16339,C2170,2023-10-20,45.68
T16340,C2171,2024-05-10,56.99
T16341,C2171,2022-01-24,62.73
T16342,C2171,2022-11-11,84.53
T16343,C2171,2022-01-10,61.39
T16344,C2171,2023-04-26,72.9
T16345,C2171,2023-09-30,103.82
T16346,C2171,2022-03-29,20.92
T16347,C2171,2023-06-17,217.62
T16348,C2171,2024-02-17,1.57
T16349,C2172,2024-01-22,45.89
T16350,C2172,2024-01-14,388.0
T16351,C2172,2023-12-03,28.03
T16352,C2172,2022-03-07,13.86
T16353,C2173,2024-03-01,16.69
T16354,C2173,2023-02-19,12.91
T16355,C2173,2022-08-08,70.9
T16356,C2173,2024-02-19,4.35
T16357,C2174,2023-11-21,61.81
T16358,C2174,2022-02-05,152.2
T16359,C2174,2023-09-12,169.75
T16360,C2174,2023-08-31,82.04
T16361,C2174,2023-11-07,25.66
T16362,C2174,2022-05-23,130.9
T16363,C2174,2022-08-26,34.09
T16364,C2174,2023-08-26,143.65
T16365,C2175,2022-12-08,152.08
T16366,C2175,2023-03-31,28.08
T16367,C2175,2022-01-01,14.7
T16368,C2175,2022-11-28,92.99
T16369,C2175,2023-10-27,23.85
T16370,C2175,2022-03-02,34.58
T16371,C2175,2024-02-25,113.25
T16372,C2175,2022-09-03,42.99
T16373,C2176,2022-05-03,46.89
T16374,C2176,2023-12-05,60.68
T16375,C2176,2023-12-20,177.28
T16376,C2176,2023-06-18,48.38
T16377,C2176,2022-05-10,6.7
T16378,C2176,2024-04-14,23.77
T16379,C2176,2022-02-24,70.68
T16380,C2176,2022-01-26,25.65
T16381,C2176,2022-07-16,39.07
T16382,C2177,2023-12-25,120.3
T16383,C2177,2024-01-08,14.41
T16384,C2177,2023-07-21,248.44
T16385,C2177,2023-02-13,106.59
T16386,C2177,2023-07-19,172.22
T16387,C2177,2023-09-15,183.31
T16388,C2177,2023-05-02,36.54
T16389,C2177,2022-11-21,106.39
T16390,C2178,2023-06-12,404.46
T16391,C2178,2023-11-09,22.5
T16392,C2178,2023-03-11,51.62
T16393,C2178,2023-01-06,456.26
T16394,C2178,2022-09-06,35.24
T16395,C2178,2023-12-04,157.43
T16396,C2179,2022-12-02,429.44
T16397,C2179,2023-11-26,100.32
T16398,C2179,2022-11-13,184.65
T16399,C2179,2024-04-30,226.56
T16400,C2179,2023-09-04,1.63
T16401,C2179,2023-11-15,1.27
T16402,C2179,2022-12-16,39.19
T16403,C2180,2022-12-27,21.31
T16404,C2180,2023-07-07,40.51
T16405,C2180,2022-08-07,37.6
T16406,C2180,2024-04-24,50.45
T16407,C2180,2023-11-16,108.4
T16408,C2180,2023-11-16,29.47
T16409,C2180,2023-08-19,220.03
T16410,C2181,2024-03-10,35.14
T16411,C2181,2022-10-09,10.63
T16412,C2181,2024-05-10,36.58
T16413,C2181,2023-10-15,102.98
T16414,C2181,2022-01-20,132.26
T16415,C2182,2023-02-09,34.17
T16416,C2182,2023-12-02,479.32
T16417,C2182,2022-01-26,75.72
T16418,C2182,2023-01-30,87.04
T16419,C2182,2023-01-16,213.14
T16420,C2182,2024-05-11,141.03
T16421,C2182,2023-07-04,28.6
T16422,C2182,2024-04-12,232.48
T16423,C2182,2023-10-30,109.92
T16424,C2183,2023-11-25,6.14
T16425,C2183,2023-10-17,14.03
T16426,C2183,2023-10-16,342.1
T16427,C2183,2024-01-23,68.25
T16428,C2183,2023-08-07,12.98
T16429,C2183,2022-04-05,17.65
T16430,C2183,2022-11-27,3.55
T16431,C2183,2022-06-04,84.83
T16432,C2183,2023-10-28,10.66
T16433,C2183,2024-01-22,246.6
T16434,C2184,2022-07-01,24.4
T16435,C2184,2022-04-06,100.66
T16436,C2184,2023-06-10,144.84
T16437,C2184,2023-02-12,109.96
T16438,C2185,2023-11-22,101.8
T16439,C2185,2023-05-24,9.4
T16440,C2185,2022-03-23,3.2
T16441,C2185,2022-04-22,64.19
T16442,C2185,2023-08-15,80.34
T16443,C2185,2024-04-07,104.85
T16444,C2185,2023-09-19,64.61
T16445,C2185,2023-05-01,48.62
T16446,C2186,2022-02-11,48.71
T16447,C2186,2024-03-29,92.54
T16448,C2186,2023-09-01,274.58
T16449,C2186,2024-02-29,221.11
T16450,C2187,2022-08-04,10.59
T16451,C2187,2023-08-21,32.67
T16452,C2187,2023-10-12,429.5
T16453,C2188,2022-09-03,175.11
T16454,C2188,2022-01-21,16.92
T16455,C2188,2023-04-02,127.66
T16456,C2188,2022-09-22,282.41
T16457,C2188,2022-08-15,54.41
T16458,C2188,2023-07-02,27.49
T16459,C2188,2022-03-14,65.21
T16460,C2188,2022-03-10,85.59
T16461,C2189,2023-12-24,67.36
T16462,C2189,2024-05-24,82.74
T16463,C2189,2022-03-25,77.2
T16464,C2189,2024-01-18,18.02
T16465,C2189,2022-08-11,184.96
T16466,C2189,2022-08-04,53.09
T16467,C2190,2022-11-25,51.76
T16468,C2190,2024-02-09,31.86
T16469,C2190,2023-08-31,481.92
T16470,C2190,2023-09-17,27.57
T16471,C2190,2022-10-04,18.11
T16472,C2190,2023-04-11,28.06
T16473,C2190,2022-11-16,248.95
T16474,C2190,2022-06-09,7.21
T16475,C2190,2023-09-23,33.56
T16476,C2191,2022-11-04,34.34
T16477,C2192,2023-01-31,133.17
T16478,C2192,2024-01-05,77.49
T16479,C2192,2022-11-04,51.31
T16480,C2193,2022-06-16,110.53
T16481,C2193,2024-01-06,76.65
T16482,C2193,2022-05-30,42.55
T16483,C2194,2022-01-29,38.75
T16484,C2195,2022-01-31,7.45
T16485,C2196,2023-03-17,5.3
T16486,C2196,2024-02-05,107.83
T16487,C2196,2023-07-01,34.86
T16488,C2196,2022-04-20,214.7
T16489,C2196,2022-09-02,28.21
T16490,C2196,2024-04-08,13.7
T16491,C2197,2023-02-03,23.63
T16492,C2197,2022-08-27,46.8
T16493,C2197,2024-02-29,102.06
T16494,C2197,2023-06-18,139.28
T16495,C2197,2022-09-28,55.72
T16496,C2197,2023-09-19,25.83
T16497,C2197,2024-01-12,82.07
T16498,C2198,2022-02-03,12.6
T16499,C2198,2023-02-03,16.35
T16500,C2198,2023-12-25,49.46
T16501,C2198,2022-08-08,14.73
T16502,C2198,2024-01-31,11.51
T16503,C2198,2023-09-10,140.46
T16504,C2198,2022-03-15,22.57
T16505,C2198,2022-02-12,19.96
T16506,C2198,2024-01-14,5.13
T16507,C2199,2022-10-30,18.35
T16508,C2199,2022-07-21,57.38
T16509,C2199,2022-08-09,13.02
T16510,C2199,2022-03-22,150.73
T16511,C2199,2022-10-12,136.17
T16512,C2199,2022-12-12,181.58
T16513,C2200,2022-03-10,234.08
T16514,C2200,2022-08-28,3.21
T16515,C2200,2022-01-31,260.62
T16516,C2200,2023-12-08,12.88
T16517,C2200,2023-10-19,84.33
T16518,C2200,2022-11-18,24.6
T16519,C2200,2023-06-20,39.63
T16520,C2200,2022-04-15,29.93
T16521,C2200,2023-07-26,84.43
T16522,C2201,2022-03-26,256.62
T16523,C2201,2022-08-23,0.57
T16524,C2201,2022-09-20,87.4
T16525,C2201,2022-10-16,20.65
T16526,C2201,2023-10-19,78.8
T16527,C2201,2022-12-16,9.58
T16528,C2201,2023-11-17,38.8
T16529,C2201,2022-12-01,2.87
T16530,C2202,2023-11-23,161.92
T16531,C2203,2022-08-16,181.41
T16532,C2203,2022-11-04,110.82
T16533,C2203,2022-10-12,24.0
T16534,C2203,2022-12-26,45.15
T16535,C2203,2022-06-14,54.45
T16536,C2204,2022-08-12,143.41
T16537,C2204,2022-12-10,367.66
T16538,C2204,2022-02-21,273.72
T16539,C2204,2023-10-19,17.62
T16540,C2204,2022-03-12,88.33
T16541,C2205,2022-10-12,171.79
T16542,C2205,2022-11-06,63.08
T16543,C2205,2023-05-13,22.12
T16544,C2206,2024-04-16,95.22
T16545,C2206,2023-12-26,15.67
T16546,C2206,2022-09-03,227.58
T16547,C2206,2024-02-27,0.01
T16548,C2206,2022-01-21,49.36
T16549,C2206,2023-06-13,3.69
T16550,C2206,2022-09-27,56.23
T16551,C2206,2024-03-28,44.51
T16552,C2206,2022-09-19,376.93
T16553,C2206,2023-06-02,156.82
T16554,C2207,2024-02-14,53.38
T16555,C2207,2023-10-03,32.23
T16556,C2207,2022-01-27,112.09
T16557,C2207,2024-04-05,81.81
T16558,C2207,2023-06-13,119.16
T16559,C2208,2022-07-05,169.87
T16560,C2208,2022-08-03,89.84
T16561,C2208,2022-01-29,39.11
T16562,C2208,2022-02-23,64.04
T16563,C2208,2022-04-27,33.88
T16564,C2209,2024-05-04,35.35
T16565,C2209,2023-12-02,0.25
T16566,C2210,2022-09-18,404.12
T16567,C2210,2023-07-18,55.68
T16568,C2210,2023-01-14,53.46
T16569,C2210,2022-08-12,80.08
T16570,C2211,2022-04-20,94.47
T16571,C2212,2023-02-03,21.78
T16572,C2212,2023-11-29,16.12
T16573,C2212,2023-07-18,47.08
T16574,C2212,2022-05-31,293.32
T16575,C2212,2023-04-12,46.73
T16576,C2212,2023-08-30,55.15
T16577,C2212,2022-03-08,23.98
T16578,C2212,2022-07-25,51.18
